Nombre del Centro;Num de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional
CLINICA DENTAL DE D. LUIS JAVIER RUBIO;37-C251-0093;AV. DE ESPAÑA, 21;37,500;CIUDAD RODRIGO;SALAMANCA;923,480,078;923,480,078;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;LUIS JAVIER RUBIO S.L.P.;PRIVADOS
PSICOLOGIA ITZIAR JIMENEZ AROCA;40-C22-0142;CL. CRISTO DEL MERCADO 17;40,002;SEGOVIA;SEGOVIA;921,420,069;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);JIMENEZ AROCA , ITZIAR;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VILLOVELA DE PIRON;40-C232-0153;CL. NUEVA 8;40,393;VILLOVELA DE PIRON;SEGOVIA;921,496,386;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ESCOBAR DE POLENDOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS DE LA S. ESTATAL DE CORREOS Y TELEGRAFOS EN VALLADOLID;47-C3-0094;PZ. DE LA RINCONADA SN;47,001;VALLADOLID;VALLADOLID;983,362,256;983,362,253;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.;OTRAS ENTIDADES/ORGANISMOS PUBLIC. DEP. ESTATAL
CONSULTORIO DE ATENCION PRIMARIA DE CALZADA DE LOS MOLINOS;34-C232-0049;CL. LAS ESCUELAS 1;34,129;CALZADA DE LOS MOLINOS;PALENCIA;979,885,573;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO CALZADA DE LOS MOLINOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE CALAHORRA DE BOEDO;34-C232-0048;CL. CONDE GARAY 0;34,407;CALAHORRA DE BOEDO;PALENCIA;979,140,169;979,140,169;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CALAHORRA DE BOEDO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
NUEVAS AMBULANCIAS SORIA;42-C290-0001;PG. INDUSTRIAL LAS CASAS, C/ D, PARCELA 47, NAVE 6;42,005;SORIA;SORIA;975,230,000;975,230,027;OTROS PROVEEDORES DE ASIST. SANITARIA SIN INTERNAMIENTO;TRANSPORTE SANITARIO;NUEVAS AMBULANCIAS SORIA S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE PEROMINGO;37-C232-0227;CL. LAS ERAS, 1;37,791;PEROMINGO;SALAMANCA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE PEROMINGO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE SALCEDILLO;34-C232-0001;CL. MARQUES DE TREBOLAR 0;34,829;SALCEDILLO;PALENCIA;979,606,277;979,606,277;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE BRAÑOSERA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE REUMATOLOGIA DEL DR. JAVIER DEL PINO MONTES;37-C21-0226;AV. DE FEDERICO ANAYA, 62;37,005;SALAMANCA;SALAMANCA;923,237,594;923,065,746;CONSULTAS MEDICAS;REUMATOLOGIA;DEL PINO MONTES , JAVIER;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE SAMBOAL;40-C232-0288;CR. CUELLAR-AREVALO 7;40,442;SAMBOAL;SEGOVIA;921,582,410;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAMBOAL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO SOCIAL OIRES;34-E5-0009;AV. CASADO DEL ALISAL 35;34,002;PALENCIA;PALENCIA;635,447,353;0;ESTABLECIMIENTO DE AUDIOPROTESIS;ESTABLECIMIENTO DE AUDIOPROTESIS;CENTRO AUDIOLOGICO ONDAS PALENCIA, S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE SAN PEDRO DE ROZADOS;37-C232-0187;PZ. MAYOR, 0;37,183;SAN PEDRO DE ROZADOS;SALAMANCA;923,344,255;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAN PEDRO DE ROZADOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO SALMANTINO PSICOLOGOS;37-C22-0474;CL. CORRALES DE MONROY, N. 36-42, OF. 25-26;37,001;SALAMANCA;SALAMANCA;669,447,349;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PSICOLOGIA CLINICA;MARTIN OTERINO , ROSA MARIA;PRIVADOS
FISIOTERAPIA MOGAN;40-C22-0004;CL. LA LUNA 28;40,400;ESPINAR (EL);SEGOVIA;639,670,954;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;GARCIA DE ANDRES , MONICA;PRIVADOS
CONSULTA DE NEUROCIRUGIA DE D. PEDRO JOSE COSAMALON GARCIA;24-C21-0104;AV. REYES LEONESES N 12 PORTAL 2- 2D EDIF.S. MARCOS;24,008;LEON;LEON;987,223,012;0;CONSULTAS MEDICAS;NEUROCIRUGIA;GARCIA COSAMALON , PEDRO JOSE;PRIVADOS
SERVICIOS SANITARIOS DE LA RESIDENCIA VEGA DE ORBIGO;24-C3-0059;CL. D. PEDRO EL OCULISTA 99;24,750;BAÑEZA (LA);LEON;987,655,250;987,641,508;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;RODRIGUEZ GANGOSO , MARIA TERESA;PRIVADOS
CENTRO DENTAL CERVANTES;40-C251-0054;CL. MADRONA 5;40,002;SEGOVIA;SEGOVIA;921,428,214;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;CENTRO DENTAL CERVANTES S.L;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE NAVAMORALES;37-C232-0273;PZ. DE LA IGLESIA, 0;37,749;NAVAMORALES;SALAMANCA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE NAVAMORALES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
NUEVAS AMBULANCIAS SORIA S.V.A.;42-C257-0008;PG. INDUSTRIAL LAS CASAS, C/ D, PARCELA 47, NAVE 6;42,005;SORIA;SORIA;975,230,000;975,230,027;CENTROS MOVILES DE ASISTENCIA SANITARIA;TRANSPORTE SANITARIO #URGENCIAS;NUEVAS AMBULANCIAS SORIA S.L.;PRIVADOS
CLINICA ODONTOLOGICA RAMOS LOMA;34-C251-0092;CL. EL ARROYAL 2;34,880;GUARDO;PALENCIA;606,365,429;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;RAMOS LOMA S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE TORREGUTIERREZ;40-C232-0211;CL. DESCONOCIDA;40,211;TORREGUTIERREZ;SEGOVIA;921,140,014;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CUELLAR;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
GALI PREVENCION - EL ESPINAR;40-C3-0111;CL. ISAAC PERAL 2-BAJO  C;40,400;ESPINAR (EL);SEGOVIA;616,126,420;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;MEDICINA DEL TRABAJO;GALI PREVENCION S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE FUENTE EL OLMO DE ISCAR;40-C232-0099;PZ. MAYOR 1;40,218;FUENTE EL OLMO DE ISCAR;SEGOVIA;921,167,110;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE FUENTE EL OLMO DE ISCAR;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA PANADEROS;47-C24-0096;CL. FIDEL RECIO 1;47,002;VALLADOLID;VALLADOLID;0;0;CENTROS POLIVALENTES;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA#NUTRICION Y DIETETICA#OBTENCION DE MUESTRAS#OTORRINOLARINGOLOGIA#PSICOLOGIA CLINICA;LOPEZ MATIA , JOSE MIGUEL;PRIVADOS
SERVICIOS SANITARIOS DE LA RESIDENCIA DE MAYORES CUNA DEL DUERO;42-C3-0084;CL. OPORTO S/N;42,158;DURUELO DE LA SIERRA;SORIA;975,371,495;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#OBTENCION DE MUESTRAS;FUNDACION RESIDENCIA DE MAYORES CUNA DEL DUERO;PRIVADOS
CONSULTORIO LOCAL DE VALDEVIEJAS;24-C232-0452;CL. EL SOL 4;24,718;VALDEVIEJAS;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;JUNTA VECINAL DE VALDEVIEJAS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
UNIDAD MEDICINA DEL TRABAJO DEL SERV. DE PREVENCION INTEGRAL LEON EN ISCAR;47-C3-0156;CL. FAUSTO HERRERO CENTRO MEDICO MEDINA 1;47,420;ISCAR;VALLADOLID;983,263,713;983,263,722;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;MEDICINA DEL TRABAJO;SERVICIO DE PREVENCION INTEGRAL LEON S.A.;PRIVADOS
CLINICA DENTAL HERNANDEZ;37-C251-0099;CL. ALFONSO IX DE LEON, 42-44;37,004;SALAMANCA;SALAMANCA;923,121,714;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;HERNANDEZ MARTIN , JOSE;PRIVADOS
CONSULTORIO LOCAL DE FOJEDO DEL PARAMO;24-C232-0006;CL. C ARRIBA 3;24,392;VILLADANGOS DEL PARAMO;LEON;987,390,003;987,390,118;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLADANGOS DEL PARAMO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTROS AUDITIVOS OIRNOS. S.L.;24-E5-0016;CL. FRAY LUIS DE LEON, 23;24,005;LEON;LEON;0;0;ESTABLECIMIENTO DE AUDIOPROTESIS;ESTABLECIMIENTO DE AUDIOPROTESIS;CENTROS AUDITIVOS OIRNOS S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VEGA DE BUR;34-C232-0222;CR. DE LA VID A DEHESA 0;34,486;VEGA DE BUR;PALENCIA;979,142,423;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO OLMOS DE OJEDA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE PINILLOS DE POLENDOS;40-C232-0264;CL. ALAMILLOS 2;40,392;PINILLOS DE POLENDOS;SEGOVIA;921,496,129;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ESCOBAR DE POLENDOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE CIRUGIA GRAL. Y A. DIGESTIVO DE D. LUIS E. ORTEGA MARTIN-CORRAL;37-C21-0139;AV. DE ITALIA 11  D;37,007;SALAMANCA;SALAMANCA;923,241,482;0;CONSULTAS MEDICAS;CIRUGIA GENERAL Y DIGESTIVO;ORTEGA MARTIN CORRAL , LUIS E.;PRIVADOS
CENTRO OFTALMOLOGICO CASTELLANO;47-C2590-0043;CL. CLAUDIO MOYANO 1  I;47,001;VALLADOLID;VALLADOLID;983,351,123;983,379,749;OTROS CENTROS ESPECIALIZADOS;OFTALMOLOGIA;CENTRO OFTALMOLOGICO CASTELLANO S.L.;PRIVADOS
UNIDAD DE MEDICINA DEL TRABAJO DE GALI PREVENCION.SEGOVIA;40-C3-0041;PZ. ESPRONCEDA 15;40,006;SEGOVIA;SEGOVIA;921,438,254;921,445,090;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;MEDICINA DEL TRABAJO;GALI PREVENCION, S.L.;PRIVADOS
CENTRO DE SALUD ERAS DE RENUEVA;24-C231-0037;CL. ABAD VIÑAYO 0;24,008;LEON;LEON;987,245,897;987,237,712;CENTROS DE ATENCION PRIMARIA: CENTROS DE SALUD;ATENCION SANITARIA DOMICILIARIA#ENFERMERIA#ENFERMERIA OBSTETRICO - GINECOLOGICA (MATRONA)#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS#ODONTOLOGIA / ESTOMATOLOGIA#PEDIATRIA#URGENCIAS;GERENCIA REGIONAL DE SALUD;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE FISIOTERAPIA D. PATRICIA FERNANDEZ CALVO. IRIMPA FISIOTERAPIA;34-C22-0069;CL. TORRES QUEVEDO 3;34,002;PALENCIA;PALENCIA;680,535,819;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;FERNANDEZ CALVO , PATRICIA;PRIVADOS
CONSULTORIO LOCAL DE CANDANEDO DE FENAR;24-C232-0110;CL. DESCONOCIDA 0;24,648;CANDANEDO DE FENAR;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DEL ROBLA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS DE SAUVIA RESIDENCIA PARA MAYORES;37-C3-0081;CR. DE ZAMORA, 7;37,184;VILLARES DE LA REINA;SALAMANCA;923,197,246;923,245,848;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#LOGOPEDIA#MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PODOLOGIA#REHABILITACION#TERAPIA OCUPACIONAL;EMPRESA SALMANTINA DE GESTION DE RESIDENCIAS DE AN;PRIVADOS
CONSULTA DE MEDICINA INTERNA DE D. JULIAN BENAVENTE HERRERO;37-C21-0090;PZ. DE GABRIEL Y GALAN, 3-5  A;37,005;SALAMANCA;SALAMANCA;923,220,877;0;CONSULTAS MEDICAS;MEDICINA INTERNA;BENAVENTE HERRERO , JULIAN;PRIVADOS
SERVICIOS SANITARIOS EN RESIDENCIA DE PERSONAS MAYORES EL AMANECER;09-C3-0194;CL. MARQUES DE BERLANGA 29;9,006;BURGOS;BURGOS;947,123,289;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA;ATENCION COMUNITARIA ASISTENCIA INTEGRAL;PRIVADOS
CONSULTORIO LOCAL DE SAN FELIZ DE ORBIGO;24-C232-0596;CL. LAS ERAS 26;24,287;SAN FELIZ DE ORBIGO;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLARES DE ORBIGO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERV. SAN. DE LA RESIDENCIA DE PERSONAS MAYORES DE LA JUNTA DE CYL-AVILA;05-C3-0011;CL. RUFINO MARTIN 38;5,003;AVILA;AVILA;920,228,800;920,253,556;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#PODOLOGIA#TERAPIA OCUPACIONAL;GERENCIA DE SERVICIOS SOCIALES;OTRAS ENTIDADES/ORGANISMOS PUBLIC.DEP.AUTONOMICA
CHRISTIAN OPTICOS;37-E-0063;CL. PEDRO VELASCO  2-4;37,210;VITIGUDINO;SALAMANCA;923,500,422;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS#ESTABLECIMIENTO DE OPTICA;OPTICA CHRISTIAN, S.A.;PRIVADOS
CONSULTORIO ATENCION PRIMARIA  DE VALCABADO;49-C232-0195;CL. FRAILE 1;49,192;VALCABADO;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALCABADO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO MEDICO VITAL QUALITY;47-C21-0406;CL. GAMAZO 11-4B;47,004;VALLADOLID;VALLADOLID;983,046,008;0;CONSULTAS MEDICAS;TRATAMIENTO DEL DOLOR;SERVICIOS SANITARIOS VITAL QUALITY SLP;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE BRAÑOSERA;34-C232-0043;CL. LOS SANTIAGOS 0;34,829;BRAÑOSERA;PALENCIA;979,032,731;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE BRAÑOSERA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
EKIVITAL;24-C3-0296;CL. ESCUDERO MILLAN 8;24,401;PONFERRADA;LEON;987,174,940;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA;MORAL ARIAS , JOSEFA;PRIVADOS
CLINICA DENTAL VITALDENT;47-C251-0006;CL. EMBAJADORES 42-44;47,013;VALLADOLID;VALLADOLID;983,456,376;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ALMORAIMA ODONTOLOGICA S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE SOTOSALBOS;40-C232-0230;CL. LAS ERAS;40,170;SOTOSALBOS;SEGOVIA;921,403,119;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SOTOSALBOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE VALVERDE DE VALDELACASA;37-C232-0133;CL. LA IGLESIA, 12;37,791;VALVERDE DE VALDELACASA;SALAMANCA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALVERDE DE VALDELACASA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DENTAL DE D MARIA DEL CARMEN BLANCO SILVAN;24-C251-0087;CL. MONASTERIO DE MONTES 6;24,401;PONFERRADA;LEON;987,426,661;987,426,661;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;BLANCO SILVAN , MARIA DEL CARMEN;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE ZARZUELA DEL PINAR;40-C232-0148;CL. MESON VIEJO 1;40,293;ZARZUELA DEL PINAR;SEGOVIA;921,574,420;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ZARZUELA DEL PINAR;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO MOVIL DE ASISTENCIA SANITARIA R-1962-BBC;42-C257-0011;PG. INDUSTRIAL LAS CASAS, C/ D, PARCELA 47, NAVE 6;42,005;SORIA;SORIA;975,230,000;975,230,027;CENTROS MOVILES DE ASISTENCIA SANITARIA;CIRUGIA MENOR AMBULATORIA#URGENCIAS;NUEVAS AMBULANCIAS SORIA S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE LIGUERZANA;34-C232-0100;PZ. MAYOR SN;34,839;LIGUERZANA;PALENCIA;626,551,963;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;J.V. LIGUERZANA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE GALLEGOS DE SOLMIRON;37-C232-0364;PZ. MAYOR, 1;37,571;GALLEGOS DE SOLMIRON;SALAMANCA;923,590,259;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE GALLEGOS DE SOLMIRON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE ESCOBAR DE CAMPOS;24-C232-0229;CL. DESCONOCIDA 0;24,340;ESCOBAR DE CAMPOS;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ESCOBAR DE POLENDOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
FISIONOVA;24-C22-0056;CL. PARIS 6 bajo;24,004;LEON;LEON;987,179,479;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;DE LA IGLESIA ALEGRE , CRISTINA;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE NARROS DE CUELLAR;40-C232-0196;CL. ESCUELAS 5;40,443;NARROS DE CUELLAR;SEGOVIA;921,582,410;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAMBOAL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE VILLAGONZALO DE COCA;40-C232-0162;CR. COCA 1;40,496;VILLAGONZALO DE COCA;SEGOVIA;921,586,011;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE COCA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE VILLALCAZAR DE SIRGA;34-C232-0245;PZ. CONDES DE TORENO 0;34,449;VILLALCAZAR DE SIRGA;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLALCAZAR DE SIRGA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS DE LA RESIDENCIA DE PERSONAS MAYORES CAJA DE BURGOS;09-C3-0086;AV. CANTABRIA 35;9,006;BURGOS;BURGOS;947,222,200;947,258,148;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;CAJA BURGOS FUNDACION BANCARIA;PRIVADOS
CONSULTA DE PSICOLOGIA D BLANCA SANTOS POCERO;47-C22-0106;PZ. DE LAS HERRERIAS 2  B;47,610;ZARATAN;VALLADOLID;605,020,783;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);SANTOS POCERO , BLANCA;PRIVADOS
CONSULTA DE OFTALMOLOGIA DE D. ALFONSO GONZALEZ PEREZ;05-C21-0039;AV. SANTA CRUZ DE TENERIFE (CLINICA SANTA TERESA) 11;5,005;AVILA;AVILA;920,221,450;0;CONSULTAS MEDICAS;OFTALMOLOGIA;GONZALEZ PEREZ , ALFONSO R;PRIVADOS
CONSULTORIO LOCAL DE VEGUELLINA DE ORBIGO;24-C232-0414;CL. SANTO DOMINGO DE GUZMAN 48;24,350;VEGUELLINA DE ORBIGO;LEON;987,890,896;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS;AYUNTAMIENTO DE VILLAREJO DE ORBIGO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE TEJADO (EL);37-C232-0152;CL. MAYOR, 46;37,749;TEJADO (EL);SALAMANCA;923,152,432;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE TEJADO (EL);SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SOLOPTICAL;24-E3-0017;AV. CONSTITUCION, 2 CC. EL ROSAL 2;24,400;PONFERRADA;LEON;0;0;ESTABLECIMIENTO DE OPTICA;ESTABLECIMIENTO DE OPTICA;SOLOOPTICAL OLLETAS S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE RABANAL DE FENAR;24-C232-0542;PZ. MAYOR 4;24,648;RABANAL DE FENAR;LEON;987,572,202;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DEL ROBLA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE MEDICINA GENERAL DE D. JOSE LUIS ALONSO GUTIERREZ;37-C21-0096;PZ. DE SAN CRISTOBAL, 7;37,001;SALAMANCA;SALAMANCA;923,264,776;0;CONSULTAS MEDICAS;MEDICINA GENERAL /  DE FAMILIA#TERAPIAS NO CONVENCIONALES;ALONSO GUTIERREZ , JOSE LUIS;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE AREVALILLO DE CEGA;40-C232-0023;CL. ERMITA 4;40,185;AREVALILLO DE CEGA;SEGOVIA;921,500,421;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE AREVALILLO DE CEGA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DE SALUD BUCODENTAL D. MIGUEL BLAZQUEZ SANCHEZ;37-C251-0103;CT. DEL CARMEN, 24  E;37,002;SALAMANCA;SALAMANCA;923,271,528;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;BLAZQUEZ SANCHEZ , MIGUEL;PRIVADOS
